SEQ,NRPATRIMONIO1,DESCRICAO,CODCLASSIFICACAO,NOME_SETOR,LOCALIZAÇÃO,VALOR,DATACADASTRO,DESC_ESTADO,NRNOTAFISCAL,NOMEUNIDADE,ESTADO
2279,113707,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2280,113708,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2281,113709,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2282,113710,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2283,113711,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2284,113712,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2285,113713,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2286,113714,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2287,113715,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2288,113716,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2289,113717,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2290,113718,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2291,113719,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2292,113720,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2293,113721,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2294,113722,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2295,113723,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2296,113724,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2297,113725,BIBLIOCANTO SINALIZADOR,42,BIBLIOTECA,,"9,7",14/12/2015,Bom,36864,GOI,B
2298,113726,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2299,113727,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2300,113728,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2301,113729,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2302,113730,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2303,113731,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2304,113732,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2305,113733,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2306,113734,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2307,113735,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2308,113736,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2309,113737,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2310,113738,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2311,113739,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2312,113740,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2313,113741,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2314,113742,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2315,113743,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2316,113744,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2317,113745,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2318,113746,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2319,113747,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2320,113748,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2321,113749,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2322,113750,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2323,113751,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2324,113752,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2325,113753,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2326,113754,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2327,113755,CAIXA P/ PERIODICOS,42,BIBLIOTECA,,"28,55",14/12/2015,Bom,36864,GOI,B
2328,113756,EXPOSITOR DE MESA,42,BIBLIOTECA,,"14,1",14/12/2015,Bom,36864,GOI,B
2329,113757,EXPOSITOR DE MESA,42,BIBLIOTECA,,"14,1",14/12/2015,Bom,36864,GOI,B
2330,113758,EXPOSITOR DE MESA,42,BIBLIOTECA,,"14,1",14/12/2015,Bom,36864,GOI,B
2331,113759,EXPOSITOR DE MESA,42,BIBLIOTECA,,"14,1",14/12/2015,Bom,36864,GOI,B
2332,113760,EXPOSITOR DE MESA,42,BIBLIOTECA,,"14,1",14/12/2015,Bom,36864,GOI,B
2333,113761,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2334,113762,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2335,113763,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2336,113764,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2337,113765,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2338,113766,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2339,113767,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2340,113768,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2341,113769,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2342,113770,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2343,113771,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2344,113772,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2345,113773,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2346,113774,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2347,113775,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2348,113776,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2349,113777,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2350,113778,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2351,113779,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2352,113780,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2353,113781,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2354,113782,PLACA DE SINALIZAÇÃO PARA ESTANTES DUPLA FACE,42,BIBLIOTECA,,63,14/12/2015,Bom,36864,GOI,B
2355,113783,EXPOSITOR COM PRATELEIRAS ARTICULÁVEIS E BASE INFERIOR FECHADO,42,BIBLIOTECA,,1054,14/12/2015,Bom,36864,GOI,B
2356,113784,EXPOSITOR COM PRATELEIRAS ARTICULÁVEIS E BASE INFERIOR FECHADO,42,BIBLIOTECA,,1054,14/12/2015,Bom,36864,GOI,B
2357,113785,ESTANTE FACE DUPLA PARA FITA VHS E DVDS COM BASE INFERIOR FECHADA,42,BIBLIOTECA,,"1045,05",14/12/2015,Bom,36864,GOI,B
2358,113786,ESTANTE FACE SIMPES PARA CDS COM BASE INFERIOR FECHADA,42,BIBLIOTECA,,"906,6",14/12/2015,Bom,36864,GOI,B
2359,113787,"BOTIJÃO GÁS - GLP, MATERIAL CHAPA AÇO, GÁS PROPANO BUTANO",12,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,195,14/12/2015,Bom,320,GOI,B
2360,113788,"BOTIJÃO GÁS - GLP, MATERIAL CHAPA AÇO, GÁS PROPANO BUTANO",12,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,195,14/12/2015,Bom,320,GOI,B
2361,113789,"BOTIJÃO GÁS - GLP, MATERIAL CHAPA AÇO, GÁS PROPANO BUTANO",12,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,195,14/12/2015,Bom,320,GOI,B
2362,113790,"BOTIJÃO GÁS - GLP, MATERIAL CHAPA AÇO, GÁS PROPANO BUTANO",12,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,195,14/12/2015,Bom,320,GOI,B
2363,113791,"REFRIGERADOR DUPLEX, VERTICAL, FROST FREE, CAP. 429 LITROS",12,CAMPUS CID. GOIÁS,B1 SALA DO SERVIDOR,2030,14/12/2015,Bom,320,GOI,B
2364,113792,"REFRIGERADOR DUPLEX, VERTICAL, FROST FREE, CAP. 429 LITROS",12,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,2030,14/12/2015,Bom,320,GOI,B
2365,113794,"FOGÃO A GÁS 4 BOCAS, AÇO INOXIDÁVEL, ACENDEDOR AUTOMATICO",12,GERÊNCIA DE ADMINISTRAÇÃO,,440,14/12/2015,Bom,320,GOI,B
2366,113795,LIVROS EM GERAL NF 1315. LIVRARIA GONÇALVES MIRANDA,18,BIBLIOTECA,,"164,74",18/12/2015,Bom,1315,GOI,B
2367,113796,LIVROS EM GERAL NF 4794 LIVRARIA LITUDO,18,BIBLIOTECA,,"4932,38",11/01/2016,Bom,4794,GOI,B
2368,113797,MAQUINA DE GELO BENMAX,12,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,S606 AGROINDUSTRIA,3486,18/01/2016,Bom,3506,GOI,B
2369,113798,PONTO PROVA OSCILOSCOPIO - PONTEIRA DE CORRENTE EFEITO HALL,34,COORDENAÇÃO ACADÊMICA,COORDENAÇÃO ALMOXARIFADO,"1759,99",13/01/2016,Bom,5347,GOI,B
2370,113799,DISCO RÍGIDO REMOVIVEL - HD EXTERNO 1 TB,33,COORDENAÇÃO ACADÊMICA,,"250,05",16/11/2017,Bom,,GOI,B
2371,114201,MULTIMETRO DIGITAL,34,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,"38,74",23/02/2016,Bom,12518,GOI,B
2372,114202,MULTIMETRO DIGITAL,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"38,74",23/02/2016,Bom,,GOI,B
2373,114203,MICROONDAS 30L LG COR BRANCO,12,CAMPUS CID. GOIÁS,,"363,9",21/03/2016,Bom,198,GOI,B
2374,114204,MICROONDAS 30L LG COR BRANCO,12,CAMPUS CID. GOIÁS,,"363,9",21/03/2016,Bom,198,GOI,B
2375,114205,PROJETOR EPSON W28 POWERLITE 3000LUM WI-FI,33,INVENTÁRIO,S503,2820,17/03/2016,Bom,,GOI,B
2376,114206,PROJETOR EPSON W28 POWERLITE 3000LUM WI-FI,33,INVENTÁRIO,S504,2820,17/03/2016,Bom,,GOI,B
2377,114207,PROJETOR EPSON W28 POWERLITE 3000LUM WI-FI,33,INVENTÁRIO,S501,2820,17/03/2016,Bom,,GOI,B
2378,114208,PROJETOR EPSON W28 POWERLITE 3000LUM WI-FI,33,INVENTÁRIO,S502,2820,17/03/2016,Bom,,GOI,B
2379,114209,PROJETOR EPSON W28 POWERLITE 3000LUM WI-FI,33,INVENTÁRIO,T501,2820,17/03/2016,Bom,,GOI,B
2380,114210,LIVROS EM GERAL NF 4855 - LIVRARIA LITUDO,18,BIBLIOTECA,,"1934,22",03/03/2016,Bom,4855,GOI,B
2381,114211,LIVROS EM GERAL SOARES DE BRITO CIA - NF 365,18,BIBLIOTECA,,"1145,99",03/10/2016,Bom,,GOI,B
2382,114212,"APARELHO PURIFICADOR DE ÁGUA,  DUPLA FILTRAGEM, CAP. 2 L",12,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,S606 AGROINDUSTRIA,870,03/05/2016,Bom,,GOI,B
2383,114213,"APARELHO PURIFICADOR DE ÁGUA,  DUPLA FILTRAGEM, CAP. 2 L",12,DIRETORIA GERAL,NAPNE,870,03/05/2016,Bom,,GOI,B
2384,114214,"APARELHO PURIFICADOR DE ÁGUA,  DUPLA FILTRAGEM, CAP. 2 L",12,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,870,03/05/2016,Bom,,GOI,B
2385,114215,"APARELHO PURIFICADOR DE ÁGUA,  DUPLA FILTRAGEM, CAP. 2 L",12,CAMPUS CID. GOIÁS,B1 SALA DO SERVIDOR,870,03/05/2016,Bom,,GOI,B
2386,114216,LIVROS EM GERAL - JB ANDREIA - NF Nº 783,18,BIBLIOTECA,,"1361,87",02/05/2016,Bom,783,GOI,B
2387,114217,ESTAÇÃO TOTAL BÁSICA,34,COORDENAÇÃO ACADÊMICA,,16053,17/05/2016,Bom,2354,GOI,B
2388,114218,LIVROS EM GERAL SOARES DE BRITO CIA - NF 409,18,BIBLIOTECA,,"287,16",04/10/2016,Bom,409,GOI,B
2389,114219,LIVROS EM GERAL - BARTOLAI LIVRO NF 2250,18,BIBLIOTECA,,"133,71",05/05/2016,Bom,,GOI,B
2390,114220,LIVROS EM GERAL - BARTOLAI LIVRO NF 2251,18,BIBLIOTECA,,"1046,88",05/05/2016,Bom,,GOI,B
2391,114221,LIVROS EM GERAL - BARTOLAI LIVRO NF 2252,18,BIBLIOTECA,,"2337,13",05/05/2016,Bom,,GOI,B
2392,114222,LIVROS EM GERAL - BARTOLAI LIVRO NF 2253,18,BIBLIOTECA,,"1455,46",05/05/2016,Bom,,GOI,B
2393,114223,ESTAÇÃO DE TRABALHO - CARTEIRA UNIVERSITÁRIA,42,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,235,02/08/2017,Bom,,GOI,B
2394,114224,ESTAÇÃO DE TRABALHO - CARTEIRA UNIVERSITÁRIA,42,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,235,02/08/2017,Bom,,GOI,B
2395,114225,"TRITURADOR DE TRONCOS, GALHOS E RESIDUOS ORGANICOS",34,COORDENAÇÃO ACADÊMICA,,4700,05/09/2017,Bom,4316,GOI,B
2396,114226,LIVROS EM GERAL ÊXITO DISTRIBUIDORA NF 13108,18,BIBLIOTECA,,"306,09",20/10/2017,Bom,13108,GOI,B
2397,114227,LIVROS EM GERAL LIVRARIA LITUDO NF 5715,18,BIBLIOTECA,,"97,25",24/10/2017,Bom,5715,GOI,B
2398,114228,DISCO RÍGIDO REMOVIVEL - HD EXTERNO 1 TB,33,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,"250,05",16/11/2017,Bom,,GOI,B
2399,114229,GRAVADOR E REPRODUTOR DE ÁUDIO - MARCA TASCAM,33,COORDENAÇÃO ACADÊMICA,,1019,17/10/2017,Bom,137,GOI,B
2400,114230,MESA PROFESSOR COM TAMPO INJETADO,42,"GERÊNCIA DE PESQUISA, PÓS-GRADUAÇÃO E EXTENSÃO",,450,01/11/2017,Bom,122946,GOI,B
2401,114231,MESA PROFESSOR COM TAMPO INJETADO,42,COORDENAÇÃO ACADÊMICA,,450,01/11/2017,Bom,,GOI,B
2402,114232,MESA PROFESSOR COM TAMPO INJETADO,42,GERÊNCIA DE ADMINISTRAÇÃO,,450,01/11/2017,Bom,,GOI,B
2403,114233,MESA PROFESSOR COM TAMPO INJETADO,42,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,450,01/11/2017,Bom,,GOI,B
2404,114234,MESA PROFESSOR COM TAMPO INJETADO,42,COORDENAÇÃO ACADÊMICA,B6 S603 LAB CINEMA,450,01/11/2017,Bom,,GOI,B
2405,114235,MESA PROFESSOR COM TAMPO INJETADO,42,GERÊNCIA DE ADMINISTRAÇÃO,,450,01/11/2017,Bom,,GOI,B
2406,114236,MESA PROFESSOR COM TAMPO INJETADO,42,GERÊNCIA DE ADMINISTRAÇÃO,,450,01/11/2017,Bom,,GOI,B
2407,114237,MESA PROFESSOR COM TAMPO INJETADO,42,GERÊNCIA DE ADMINISTRAÇÃO,,450,01/11/2017,Bom,,GOI,B
2408,114238,MESA PROFESSOR COM TAMPO INJETADO,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T602 ATELIE TRIDIMENSIONAL,450,01/11/2017,Bom,,GOI,B
2409,114239,MESA PROFESSOR COM TAMPO INJETADO,42,GERÊNCIA DE ADMINISTRAÇÃO,,450,01/11/2017,Bom,,GOI,B
2410,114240,MESA PROFESSOR COM TAMPO INJETADO,42,INVENTÁRIO,,450,01/11/2017,Bom,,GOI,B
2411,114241,MESA PROFESSOR COM TAMPO INJETADO,42,BIBLIOTECA,,450,01/11/2017,Bom,,GOI,B
2412,114242,DISCO RÍGIDO REMOVIVEL - HD EXTERNO 1 TB,33,COORDENAÇÃO ACADÊMICA,,"250,05",16/11/2017,Bom,,GOI,B
2413,114243,SUPORTE PARA PROJETOR TIPO GAIOLA,42,INVENTÁRIO,S506,"211,2",02/10/2017,Bom,,GOI,B
2414,114244,SUPORTE PARA PROJETOR TIPO GAIOLA,42,INVENTÁRIO,T505,"211,2",02/10/2017,Bom,,GOI,B
2415,114245,SUPORTE PARA PROJETOR TIPO GAIOLA,42,INVENTÁRIO,T504,"211,2",02/10/2017,Bom,,GOI,B
2416,114246,SUPORTE PARA PROJETOR TIPO GAIOLA,42,INVENTÁRIO,T506,"211,2",02/10/2017,Bom,,GOI,B
2417,114247,SUPORTE PARA PROJETOR TIPO GAIOLA,42,INVENTÁRIO,,"211,2",02/10/2017,Bom,,GOI,B
2418,114248,SUPORTE PARA PROJETOR TIPO GAIOLA,42,INVENTÁRIO,T501,"211,2",02/10/2017,Bom,,GOI,B
2419,114249,LIVROS EM GERAL SOARES DE BRITO CIA - NF 391,18,BIBLIOTECA,,"415,26",06/10/2016,Bom,391,GOI,B
2420,114250,OSCILOSCOPIO DIGITAL 4 CANAIS,33,COORDENAÇÃO ACADÊMICA,,8350,06/10/2016,Bom,86,GOI,B
2421,114251,CABO COAXIL MICROFONE - TIPO XLR M/F DE 5 METROS,33,RECURSOS DIDÁTICOS,,85,06/10/2016,Bom,,GOI,B
2422,114252,CABO COAXIL MICROFONE - TIPO XLR M/F DE 5 METROS,33,RECURSOS DIDÁTICOS,,85,06/10/2016,Bom,,GOI,B
2423,114253,CABO COAXIL MICROFONE - TIPO XLR M/F DE 5 METROS,33,RECURSOS DIDÁTICOS,,85,06/10/2016,Bom,,GOI,B
2424,114254,CABO COAXIL MICROFONE - TIPO XLR M/F DE 5 METROS,33,RECURSOS DIDÁTICOS,,85,06/10/2016,Bom,,GOI,B
2425,114255,CABO COAXIL MICROFONE - TIPO XLR M/F DE 5 METROS,33,RECURSOS DIDÁTICOS,,85,06/10/2016,Bom,,GOI,B
2426,114256,CABO COAXIL MICROFONE - TIPO XLR M/F DE 5 METROS,33,RECURSOS DIDÁTICOS,,85,06/10/2016,Bom,,GOI,B
2427,114257,"CABO COAXIL - TIPO XLR M/F DE 7,2 METROS",33,RECURSOS DIDÁTICOS,,158,06/10/2016,Bom,,GOI,B
2428,114258,"CABO COAXIL - TIPO XLR M/F DE 7,2 METROS",33,RECURSOS DIDÁTICOS,,158,06/10/2016,Bom,,GOI,B
2429,114259,"CABO COAXIL - TIPO XLR M/F DE 7,2 METROS",33,RECURSOS DIDÁTICOS,,158,06/10/2016,Bom,,GOI,B
2430,114260,"CABO COAXIL - TIPO XLR M/F DE 7,2 METROS",33,RECURSOS DIDÁTICOS,,158,06/10/2016,Bom,,GOI,B
2431,114261,"CABO COAXIL - TIPO XLR M/F DE 7,2 METROS",33,RECURSOS DIDÁTICOS,,158,06/10/2016,Bom,,GOI,B
2432,114262,"CABO COAXIL - TIPO XLR M/F DE 7,2 METROS",33,RECURSOS DIDÁTICOS,,158,06/10/2016,Bom,,GOI,B
2433,114263,MESA AUDIO - DIRECT BOX PASSIVO,33,RECURSOS DIDÁTICOS,,314,06/10/2016,Bom,,GOI,B
2434,114264,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,PROTOCOLO,,850,06/10/2016,Bom,28566,GOI,B
2435,114265,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,850,06/10/2016,Bom,28566,GOI,B
2436,114266,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,850,06/10/2016,Bom,28566,GOI,B
2437,114267,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,B1 CAP,850,06/10/2016,Bom,28566,GOI,B
2438,114268,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,B1 CGOF,850,06/10/2016,Bom,28566,GOI,B
2439,114269,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,,850,06/10/2016,Bom,28566,GOI,B
2440,114270,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,SETOR DE AQUISIÇÕES E CONTRATOS,,850,06/10/2016,Bom,28566,GOI,B
2441,114271,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,INVENTÁRIO,,850,06/10/2016,Bom,28566,GOI,B
2442,114272,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE RECURSOS HUMANOS E ASSISTÊNCIA SOCIAL,B1 CRHAS,850,06/10/2016,Bom,28566,GOI,B
2443,114273,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,,850,06/10/2016,Bom,28566,GOI,B
2444,114274,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE COMUNICAÇÃO E EVENTOS,B1 CCS,850,06/10/2016,Bom,28566,GOI,B
2445,114275,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO ACADÊMICA,,850,06/10/2016,Bom,28566,GOI,B
2446,114276,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,BIBLIOTECA,,850,06/10/2016,Bom,28566,GOI,B
2447,114277,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,850,06/10/2016,Bom,28566,GOI,B
2448,114278,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,,850,06/10/2016,Bom,28566,GOI,B
2449,114279,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE APOIO ADMINISTRATIVO AO DEPART DAS ÁREAS ACADÊMICAS,,850,06/10/2016,Bom,28566,GOI,B
2450,114280,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,B1 CGOF,850,06/10/2016,Bom,28566,GOI,B
2451,114281,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO ACADÊMICA,S605 LAB QUIMICA,850,06/10/2016,Bom,28566,GOI,B
2452,114282,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,GERÊNCIA DE ADMINISTRAÇÃO,B1 CAC,850,06/10/2016,Bom,28566,GOI,B
2453,114283,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,CAMPUS CID. GOIÁS,,850,06/10/2016,Bom,28566,GOI,B
2454,114284,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,850,06/10/2016,Bom,28566,GOI,B
2455,114285,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,COORDENAÇÃO CURSO TECNICO INTEGRADO EDIFICAÇÕES,,850,06/10/2016,Bom,28566,GOI,B
2456,114286,"POLTRONA GIRATÓRIA, ESPALDAR MEDIO COM BRAÇOS",42,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,850,06/10/2016,Bom,28566,GOI,B
